id,prerequisite_id,dependent_id,prerequisite_name,dependent_name,explanation,source
fb155d7b-13b0-43df-9c89-83062f01b127,e033986c-cca8-4d4a-88df-85f72ab349a8,e6c39e9a-444b-4415-bfb8-286ad8f90b16,Slope function,Tangents – Increasing and decreasing functions,Understanding the slope function is essential to determine where a function is increasing or decreasing based on the sign of the derivative.,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
7d683bd4-cc42-4b4c-b7c0-eba922615a22,b5ef4c0a-039c-44dd-9938-e7347eb1a8d0,cc7b82ed-9345-4250-a8ab-4ee3bcb5258e,Indefinite integral,Definite integrals,"The text distinguishes indefinite integrals (which include an unknown constant) from definite integrals (which evaluate to a number), implying that understanding indefinite integrals is foundational before working with definite integrals.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
e2282957-3e9a-4065-864d-cc28a8d91e3c,76c382a4-86ac-47a5-ae17-e38b4e718711,e6c39e9a-444b-4415-bfb8-286ad8f90b16,equivalence of slope and rate of change,Tangents – Increasing and decreasing functions,"The slope of the tangent to a curve at a point is given by the derivative, and the text uses this to explain increasing and decreasing functions, showing that understanding derivatives is prerequisite to studying tangents and monotonicity.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
3f385f33-5105-4548-ae86-a78ea3b703ec,76c382a4-86ac-47a5-ae17-e38b4e718711,798cc067-94db-43f8-98ec-8656e72c9e3b,equivalence of slope and rate of change,Stationary points,"Stationary points are defined as points where the derivative is zero, so understanding the derivative is necessary before identifying stationary points.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
08a4f784-2e08-4ae6-806b-a4e16a0e5d8a,f9400f8b-0796-4928-ab2b-b8485a65898c,a7b39b8f-6636-4231-98e2-3ba2563cd81b,Second derivative (d² y/d x²),Second derivative test,"The second derivative test uses the sign of the second derivative at stationary points to determine their nature, so understanding the second derivative is prerequisite to applying this test.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
411eca7d-1d4f-48fd-9205-391fd78365dc,76c382a4-86ac-47a5-ae17-e38b4e718711,235872c8-aee2-4893-90d0-10d0be2c818e,equivalence of slope and rate of change,Point of inflection,"Points of inflection are identified where the second derivative is zero and changes sign, and the slope of the tangent (first derivative) is also considered, indicating that knowledge of derivatives is necessary before studying points of inflection.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
827220a7-6615-4c8d-bd4c-669e3100e142,76c382a4-86ac-47a5-ae17-e38b4e718711,e033986c-cca8-4d4a-88df-85f72ab349a8,equivalence of slope and rate of change,Slope function,"The slope function is the derivative of the original function, and the text discusses how the graph of the derivative relates to the original function, so understanding derivatives is needed before interpreting slope function graphs.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
8554aeef-9589-4dc6-82c9-1596893b4198,76c382a4-86ac-47a5-ae17-e38b4e718711,d9fbe672-0410-4d5e-a744-d5a3f8564be3,equivalence of slope and rate of change,Maximum and minimum problems,"Finding maxima and minima involves differentiating the function and setting the derivative equal to zero, so understanding derivatives is essential before solving these problems.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
70538f8e-bfc0-4493-b631-f8f1c20bc314,a7b39b8f-6636-4231-98e2-3ba2563cd81b,d9fbe672-0410-4d5e-a744-d5a3f8564be3,Second derivative test,Maximum and minimum problems,"The second derivative test is used to determine whether stationary points are maxima or minima in optimization problems, so it must be understood before solving maximum and minimum problems.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
3429b5b9-3d26-488e-b811-f3614dbe622a,76c382a4-86ac-47a5-ae17-e38b4e718711,717036a0-bb02-4d76-8cbe-cc1fff1d47aa,equivalence of slope and rate of change,Rates of change,"The derivative represents the rate of change of a function with respect to a variable, so understanding derivatives is necessary before studying rates of change.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
243a46e3-5ebd-478c-a1b0-71a68ed6ce4d,ffea2cc3-5665-4ed7-a92c-d8ca52e7973b,717036a0-bb02-4d76-8cbe-cc1fff1d47aa,Chain rule,Rates of change,"The chain rule is used to link rates of change of related variables, so understanding the chain rule is prerequisite to solving related rates problems.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
44b069d8-2c88-4ae1-b18d-002601bbacec,b488a6ab-e4e3-4522-98a4-1d71f9abc8d9,bf8fcf6f-b803-4f4c-9d8d-29fafcb26057,Sum of n terms of an arithmetic series,Instalment savings,"Instalment savings involve summing a series of payments which form a geometric series, and the text references the sum of geometric series formulas, implying knowledge of series sums is needed before understanding instalment savings.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
92391f64-dadd-4548-9d42-b5289ad51d0a,c2b6e5a6-fc58-44df-b016-7b14e0738986,bf8fcf6f-b803-4f4c-9d8d-29fafcb26057,Sum of finite and infinite geometric series,Instalment savings,"The total value of instalment savings is calculated using the sum of a geometric series, so understanding geometric series sums is necessary before learning instalment savings.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
3fece84b-08c1-4967-a7b3-7304189da188,c2b6e5a6-fc58-44df-b016-7b14e0738986,b4bdd1af-da32-47b9-bc9c-0f4cc1e900e4,Sum of finite and infinite geometric series,Pensions,"Calculating the present value of pensions involves summing a geometric series of discounted payments, so knowledge of geometric series sums is prerequisite to understanding pensions.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
e8636442-d1f0-4881-a697-14d9d05bbb0f,c2b6e5a6-fc58-44df-b016-7b14e0738986,fc1bcf27-30af-4cf1-b899-f44cd7b296fd,Sum of finite and infinite geometric series,Loans – Mortgages,"Mortgage repayment calculations use sums of geometric series of present values of payments, so understanding geometric series sums is necessary before learning about loans and mortgages.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
1d9da189-dc0d-449d-a535-dc230f795cb7,a65d8e97-6abc-4d4c-a2b3-7feac1815ca7,33722e6f-16d0-48b4-8a9b-05e4bfabb2e8,Area of trapezium,Trapezoidal rule for calculating area,"The trapezoidal rule approximates areas by summing areas of trapeziums, so understanding the area formula for trapeziums is prerequisite to applying the trapezoidal rule.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
2cf3fc1c-4c7c-46a4-9dd6-c84cea4ce274,d791d3aa-5dd3-4d8d-a3ae-84a958d3e3d9,2fa9ed87-bba6-49df-aac9-98010310043b,Probability distribution,Expected value,"Expected value is calculated by multiplying outcomes by their probabilities from a probability distribution and summing, so understanding probability distributions is necessary before learning expected value.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
ba6019e5-e416-4225-8411-c8692857bd86,7f19df64-ccc3-479c-9979-9e226604cdd4,d791d3aa-5dd3-4d8d-a3ae-84a958d3e3d9,Tree diagram,Probability distribution,"Tree diagrams represent all possible outcomes and their probabilities, which can be used to construct probability distributions, so understanding tree diagrams is useful before studying probability distributions.",92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
51f6851b-6281-47f7-a710-517ad9011f7d,9bfb62c3-b3a8-4cf5-8ca4-77199c914684,20ce0182-5049-4cfd-9093-80829fa301f7,Pythagorean trigonometric identity,Cosine of difference of angles formula,"The cosine of difference formula uses products of sine and cosine functions, which rely on understanding the Pythagorean identity relating sin²A and cos²A.",7_Leaving Cert Maths-Trig_Formulae.pdf
3ab547f4-e782-44f7-b2e0-1f0f628f3fcb,9bfb62c3-b3a8-4cf5-8ca4-77199c914684,ba41cdcf-8c27-4482-a9fc-e711623efeb2,Pythagorean trigonometric identity,Cosine of sum of angles formula,The cosine of sum formula involves sine and cosine products that depend on the fundamental Pythagorean identity.,7_Leaving Cert Maths-Trig_Formulae.pdf
b438e3e2-6f3c-433f-983a-8d94d304a9c5,ba41cdcf-8c27-4482-a9fc-e711623efeb2,f59ac6ce-5b30-4cc6-b552-1abb0f3902d5,Cosine of sum of angles formula,Product-to-sum formula for 2 sin A cos B,"The product-to-sum formula for 2 sin A cos B uses the sine sum and difference formulas, which depend on cosine sum formula understanding.",7_Leaving Cert Maths-Trig_Formulae.pdf
5a01664e-6cd5-4651-bf22-7ae15096c7f3,20ce0182-5049-4cfd-9093-80829fa301f7,f59ac6ce-5b30-4cc6-b552-1abb0f3902d5,Cosine of difference of angles formula,Product-to-sum formula for 2 sin A cos B,"The product-to-sum formula for 2 sin A cos B also uses sine difference formula, which is related to cosine difference formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
20f6e30c-3fe4-44f6-8a25-9744b741300c,ba41cdcf-8c27-4482-a9fc-e711623efeb2,86469948-9d4d-425e-88ee-87860ff70722,Cosine of sum of angles formula,Product-to-sum formula for 2 cos A sin B,"The product-to-sum formula for 2 cos A sin B uses sine sum and difference formulas, which depend on cosine sum formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
fefb72cd-7915-4412-ba5e-4c025c1620b8,20ce0182-5049-4cfd-9093-80829fa301f7,86469948-9d4d-425e-88ee-87860ff70722,Cosine of difference of angles formula,Product-to-sum formula for 2 cos A sin B,"The product-to-sum formula for 2 cos A sin B uses sine difference formula, related to cosine difference formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
180105ff-5156-40d4-af4b-9de8adb577d4,fffd8a78-9a9a-4dd3-939f-abb886442a86,c41d4b43-86cc-45a2-9d53-ea8cfcf29a43,Double angle formula for cosine (cos 2A),Power-reduction formula for cosine squared,"The power-reduction formula for cosine squared expresses cos² A in terms of cos 2A, which is derived from the double angle formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
48b386c6-a9b0-4245-9a0a-dcad4a3cc551,fffd8a78-9a9a-4dd3-939f-abb886442a86,ae35cd7f-c2b3-4783-a1ff-72710c5d4749,Double angle formula for cosine (cos 2A),Power-reduction formula for sine squared,"The power-reduction formula for sine squared expresses sin² A in terms of cos 2A, relying on the double angle formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
78ca34da-64e8-42dd-9538-6ebc427c2d30,364ca2b9-e6de-4660-abba-646bf5dfdb7d,c0ace11a-4d47-4b8b-92d6-caba69485139,Sine of sum of angles formula,Double angle formula for sine (sin 2A),The double angle formula for sine is derived by applying the sine sum formula with equal angles.,7_Leaving Cert Maths-Trig_Formulae.pdf
b07d6c07-8c4c-4951-85de-c041cd330930,d61898f4-a980-45aa-b0c5-49f5bebab2e7,93048a40-5809-4ca9-a0b7-db7d666b18d3,Tangent of sum of angles formula,Double angle formula for tangent (tan 2A),The double angle formula for tangent is derived by applying the tangent sum formula with equal angles.,7_Leaving Cert Maths-Trig_Formulae.pdf
250743b6-06d1-40d8-8d10-271e6a799417,c0ace11a-4d47-4b8b-92d6-caba69485139,ae35cd7f-c2b3-4783-a1ff-72710c5d4749,Double angle formula for sine (sin 2A),Power-reduction formula for sine squared,"The power-reduction formula for sine squared expresses sin² A in terms of sin 2A, which is derived from the double angle formula.",7_Leaving Cert Maths-Trig_Formulae.pdf
db9d40a4-5e33-4c9c-8a90-ae2633048e99,364ca2b9-e6de-4660-abba-646bf5dfdb7d,d3ee2e55-ff8a-4999-a14b-66e374a499aa,Sine of sum of angles formula,Sine of difference of angles formula,The sine of difference of angles formula can be derived from the sine of sum of angles formula by substituting A with A and B with -B.,7_Leaving Cert Maths-Trig_Formulae.pdf
845db9b3-b1fa-407a-8d51-b10862a18511,ba41cdcf-8c27-4482-a9fc-e711623efeb2,20ce0182-5049-4cfd-9093-80829fa301f7,Cosine of sum of angles formula,Cosine of difference of angles formula,The cosine of difference of angles formula can be derived from the cosine of sum of angles formula by substituting A with A and B with -B.,7_Leaving Cert Maths-Trig_Formulae.pdf
13cd9391-4ac8-4992-91c2-2d0387164922,d61898f4-a980-45aa-b0c5-49f5bebab2e7,37d64399-f128-463c-8273-69d82db72794,Tangent of sum of angles formula,Tangent of difference of angles formula,The tangent of difference of angles formula can be derived from the tangent of sum of angles formula by substituting A with A and B with -B.,7_Leaving Cert Maths-Trig_Formulae.pdf
7814d1f0-8234-471c-bca9-05aea2b55e62,76c382a4-86ac-47a5-ae17-e38b4e718711,8e59b0d3-69e2-4336-a8c9-1bb500465108,equivalence of slope and rate of change,interpreting start value in linear relationships,"Row 2 discusses start value alongside slope and rate of change, indicating understanding slope/rate of change is needed before interpreting start value.",4_Curriculum csvs - Geometry&Trig.csv
b3a40f61-0623-4dbe-98b5-70685e015ab4,8e59b0d3-69e2-4336-a8c9-1bb500465108,16bd5065-b370-41d7-9cfe-27bd6c6e6539,interpreting start value in linear relationships,finding point of intersection of two linear relationships,"Row 2 culminates in significance of point of intersection after understanding start value and slope, implying start value interpretation is prerequisite.",4_Curriculum csvs - Geometry&Trig.csv
1120ba72-d555-47fb-8b78-eda69d99caee,ae99b705-e63c-411a-8531-478833b8db13,d39dbcdd-014e-4384-931e-01ad11a9fe7e,locating axes of symmetry in simple shapes,recognition of images under translation,"Row 4 shows students first locate axes of symmetry before recognizing images under various transformations, implying symmetry identification is prerequisite.",4_Curriculum csvs - Geometry&Trig.csv
30ed1e1b-07fc-472f-ba5c-86248044b7a7,14d7040a-0123-412a-871a-a4e1ad4198e1,d9fcaeaa-01b1-415c-8e72-c79a933a6238,center of enlargement in scaling transformations,investigation of enlargements and effects on area,"Row 4 and 8 emphasize understanding centre of enlargement before investigating enlargements and their effects on area, indicating centre of enlargement is prerequisite.",4_Curriculum csvs - Geometry&Trig.csv
f8e22ddf-ddbf-4399-aac7-240027c1ac4f,d9fcaeaa-01b1-415c-8e72-c79a933a6238,06c7885c-8824-4be7-a059-4dd1ca490319,investigation of enlargements and effects on area,Enlargements,"Rows 4 and 8 indicate students investigate enlargements and area effects before solving enlargement problems, implying investigation precedes problem solving.",4_Curriculum csvs - Geometry&Trig.csv
b2ac3028-ebce-4f1f-82e7-a23b5e62fa32,e6b5aea8-44a7-40eb-bd17-88794225bd44,a0e4ced9-8915-49c0-8ea4-5ebf54d931ea,"logic terms in geometry: theorem, proof, axiom, corollary, converse, implies","logic terms: is equivalent to, if and only if, proof by contradiction","Row 5 indicates students first use basic logic terms before advancing to more complex logic expressions and proof techniques, showing basic logic is prerequisite.",4_Curriculum csvs - Geometry&Trig.csv
fa0124bd-060f-4b84-b623-63a5f294afb0,e8701fa4-2073-4787-b262-595c07e660fc,55b8c82d-97e1-42cb-8946-b82c20cc1e86,proof of theorems concerning ratios in geometry,proof of the theorem of Pythagoras,"Row 5 states that proving theorems about ratios lays the foundation for proving Pythagoras theorem, indicating ratio theorems are prerequisite.",4_Curriculum csvs - Geometry&Trig.csv
