id,name,explanation,broader_concept,strand,source
db402f7e-ba65-463c-a12b-a6f01651b0ed,Division of Natural Numbers,The process of sharing or grouping natural numbers to find the quotient.,Division,Number,1_Curriculum csvs - Number.csv
7a3a1729-104d-43ea-ac98-34983278b909,Division of Integers,The process of dividing positive and negative whole numbers.,Division,Number,1_Curriculum csvs - Number.csv
3a57c911-1bde-43a7-a6db-db46128ba47a,Order of Operations,Rules that dictate the sequence in which mathematical operations should be performed.,Mathematical Operations,Number,1_Curriculum csvs - Number.csv
9f699440-0636-43af-99c8-15ee6f22e024,Properties of Arithmetic,"Rules and relationships that govern arithmetic operations such as commutative, associative, and distributive laws.",Mathematical Operations,Number,1_Curriculum csvs - Number.csv
05ed38e3-8406-4b8a-b8f2-7a95036bde6b,Fraction Operations,"Performing arithmetic operations on fractions including addition, subtraction, multiplication, and division.",Rational Numbers,Number,1_Curriculum csvs - Number.csv
4a95212d-ad22-470f-8347-e10416ce5593,Decimal Operations,"Performing arithmetic operations on decimals including addition, subtraction, multiplication, and division.",Rational Numbers,Number,1_Curriculum csvs - Number.csv
3927e7d7-3f27-4147-a6b5-15005073df5c,Square roots of negative numbers,"The operation of finding a number which, when multiplied by itself, results in a negative number, represented in the form of imaginary numbers.",Imaginary numbers,Number,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
795c28b2-dbce-4fd6-8c04-0463c0b992c8,Surds,"An expression containing a square root, cube root, etc., that cannot be simplified to remove the root.",Irrational numbers,Number,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
823d682c-ab6d-4dd7-84f6-a4cc5f806926,Partitioned set of Real numbers,"The classification of real numbers into subsets such as natural numbers, integers, rational numbers, and irrational numbers, with no overlap between the sets.",Real numbers,Number,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
c561eb09-7517-4c62-ac28-c54a241eee5a,Definite integral,"A definite integral calculates the area under a curve between two specified points on the x-axis, providing a numerical value for the area.",Integral calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
c6a97486-b6f0-4510-9440-f0b067caa7e7,Indefinite integral,"An indefinite integral represents a family of functions and includes a constant of integration, indicating the general form of antiderivatives.",Integral calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
50f09a4c-c96d-4af5-b2d4-34ae6ddaf8f2,Limits of integration,"The limits of integration are the specific values that define the interval over which a definite integral is evaluated, typically denoted as 'a' and 'b'.",Integral calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
34762965-6e35-4020-a468-fd7a7628f2aa,Constant of integration,"The constant of integration is an arbitrary constant added to the result of an indefinite integral, representing the family of antiderivatives.",Integral calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
54791018-d375-4d38-98eb-6c7acd563da1,Area under a curve,The area under a curve is calculated using definite integrals and represents the total area between the curve and the x-axis over a specified interval.,Integral calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
fb9c71ee-3802-44c2-b458-5e4c797a2d1d,Slope of a tangent,"The slope of a tangent to a curve at a given point is the derivative of the function at that point, representing the instantaneous rate of change.",Differential calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
809f0483-1067-4c9a-bed7-53f7e14fffa4,Stationary points,"Stationary points are points on a curve where the derivative is zero, indicating potential local maxima, minima, or points of inflection.",Differential calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
989ef2c7-7721-4db7-8558-923a355fa877,Local maximum point,A local maximum point is a stationary point where the function value is greater than the values of the function in its immediate vicinity.,Differential calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
1f0c5ec3-c6e9-4853-aeda-f0bef70d4609,Local minimum point,A local minimum point is a stationary point where the function value is less than the values of the function in its immediate vicinity.,Differential calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
c58faa82-c4de-4401-9450-8f4a0d420f43,Point of inflection,"A point of inflection is a point on a curve where the concavity changes, which can be identified where the second derivative is zero and changes sign.",Differential calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
7e03e626-4bfe-405d-a832-d65c533586c1,Second derivative test,The second derivative test is a method used to determine the nature of stationary points by evaluating the sign of the second derivative at those points.,Differential calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
a22861e6-b72a-4db5-94df-19211b084bd5,Rates of change,"Rates of change describe how a quantity changes in relation to another quantity, often represented as derivatives in calculus.",Differential calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
b33bd420-2b1f-44b5-b17b-c0d308a442f1,Chain rule,"The chain rule is a formula for computing the derivative of the composition of two or more functions, allowing for the differentiation of complex functions.",Differential calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
aeeca55e-80c2-4ba0-af37-9649dde45f7b,Average value of a function over an interval,"The average value of a function over an interval [a, b] is calculated as the integral of the function over that interval divided by the length of the interval.",Integral calculus,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
a5b7aec9-0383-4fb8-93ac-dee13f5dfceb,Geometric series,"A geometric series is a series of terms where each term after the first is found by multiplying the previous term by a fixed, non-zero number called the common ratio.",Sequences and series,Algebra,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
a175a493-4549-4567-b015-d73062f03d7c,Compound interest formula,"The compound interest formula calculates the total amount of money accumulated after n years, including interest on both the initial principal and the accumulated interest.",Financial mathematics,Algebra,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
d83ad599-4867-4ce5-af4c-7d0782cb4a50,Present value,Present value is the current worth of a future sum of money or stream of cash flows given a specified rate of return.,Financial mathematics,Algebra,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
d213b85e-06ae-4244-b26d-f2a8b7364731,Future value,Future value is the amount of money that an investment made today will grow to at a specified interest rate over a specified period of time.,Financial mathematics,Algebra,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
863be609-3445-48a5-8d1a-e45fbf620d30,Straight line depreciation,"Straight line depreciation is a method of allocating the cost of a tangible asset over its useful life, where the asset loses value by a constant amount each year.",Financial mathematics,Algebra,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
f3997666-40c2-4147-82f5-e84445addba3,Reducing balance depreciation,Reducing balance depreciation is a method where the asset loses value by a fixed percentage of its remaining book value each year.,Financial mathematics,Algebra,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
8776f812-d6ed-4625-9bf2-29bbe30372e3,Instalment savings,"Instalment savings involve regularly saving a fixed amount of money over a period of time, where each payment earns compound interest based on the time it is invested.",Financial mathematics,Algebra,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
46292ab8-e825-407a-8633-1cdf4cb522e2,Probability distribution,"A probability distribution describes how the probabilities are distributed over the values of the random variable, indicating the likelihood of each outcome.",Probability,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
a373edaa-864a-4fce-be0d-65f101dd7b4c,Expected value,"Expected value is the average of all possible outcomes of a random variable, weighted by their probabilities, providing a measure of the center of the distribution.",Probability,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
133068d6-b6bf-41e4-9b44-df46e826ce69,Tree diagram,"A tree diagram is a graphical representation of all possible outcomes of an event, where each branch represents a possible outcome and its associated probability.",Probability,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
8ccce2b3-25c7-4b98-9137-47d58f5fac64,Derivative (differentiation),Concept referenced in relationship: Derivative (differentiation),Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
9cda45f0-ea16-40bf-9c15-412091b24d9e,Equation of the tangent to a curve,Concept referenced in relationship: Equation of the tangent to a curve,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
a24c7850-6186-4155-91b4-d7790ef3e59f,Increasing and decreasing functions,Concept referenced in relationship: Increasing and decreasing functions,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
232b75ad-fc80-436f-b172-d7a86bd5e8e8,Loans – Mortgages,Concept referenced in relationship: Loans – Mortgages,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
60609b69-4408-4d0d-afd7-98a9637f28ba,Trapezium area formula,Concept referenced in relationship: Trapezium area formula,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
9ebc8af0-d573-4b8c-a804-0d3b7f5055de,Trapezoidal rule for calculating area,Concept referenced in relationship: Trapezoidal rule for calculating area,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
9ad8b4e1-42b9-427b-9a05-fe3bfd571748,Measurement accuracy tolerance,"The acceptable range within which a measurement can vary, typically expressed as a plus or minus value around a central measurement.",Measurement,Number,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
ce1aa7fb-b53f-4ac2-bc92-960f49350c0e,Decimal place accuracy,"Refers to the precision of a measurement expressed to a specific number of decimal places, impacting the minimum and maximum possible values.",Measurement,Number,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
3d8d9fd5-e830-48ae-b8b2-4476f57e1848,Relative error,"The ratio of the absolute error to the true value, often expressed as a fraction or percentage, indicating the size of the error in relation to the actual measurement.",Error analysis,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
fc595f1c-3f17-406e-8136-7b3646ac97b4,Percentage error,"The relative error expressed as a percentage, calculated by dividing the absolute error by the true value and multiplying by 100.",Error analysis,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
36cf88d4-bbf9-44a3-8abe-c3d383039bb7,Trapezoidal rule for area calculation,A numerical method for estimating the area under a curve by dividing it into trapezoids and summing their areas.,Numerical integration,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
739fd9b3-66ed-49ff-b84e-642c135b3b73,Ordinates in trapezoidal rule,The heights measured at specific intervals used to form the bases of trapezoids in the trapezoidal rule for area estimation.,Trapezoidal rule,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
2f2a9856-b8ef-4312-8ad4-aa11b7a9494d,Approximate area calculation,"The process of estimating the area under a curve using methods like the trapezoidal rule, which provides an approximation rather than an exact value.",Numerical methods,Calculus,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
a168cc9f-0f57-41ab-91a3-e7b15771d85f,Tree diagram for probability,"A visual representation of all possible outcomes of a probabilistic experiment, where each branch represents a possible outcome.",Probability theory,Probability,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
10615be2-1dce-416d-8583-6c697309c6eb,Discrete random variable,"A type of random variable that can take on a countable number of distinct values, often used in probability distributions.",Random variables,Probability,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
ef9af16e-652f-468e-82aa-4f5fc67b530c,Continuous random variable,"A random variable that can take on any value within a given range, often associated with measurements.",Random variables,Probability,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
be65128d-8233-4208-a41f-e0fef0ee6c8f,Bernoulli trial,"A random experiment with exactly two possible outcomes, often referred to as success and failure.",Probability theory,Probability,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
38cde3f9-0a48-4997-803f-0c6bc6700d6b,Binomial distribution,A probability distribution that summarizes the number of successes in a fixed number of independent Bernoulli trials.,Probability distributions,Probability,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
568bbaaa-470a-4252-a66b-9ad49ff9700c,Multiplication rule for independent events,A rule stating that the probability of two independent events occurring together is the product of their individual probabilities.,Probability theory,Probability,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
3f6b965c-c040-4a7b-87eb-11d15bf36d65,Conditional probability,The probability of an event occurring given that another event has already occurred.,Probability theory,Probability,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
870de35e-b599-43ce-8613-11bbd1fe4b65,Permutations,"An arrangement of objects in a specific order, where the order of selection matters.",Combinatorics,Probability,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
270090e4-8c99-437b-ae75-229a8e5374f3,Combinations,A selection of objects where the order of selection does not matter.,Combinatorics,Probability,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
0dcc0f22-933e-4010-8955-634f8a8833b9,Scatter diagram,"A graph that displays values for two variables, showing the relationship between them through plotted points.",Data representation,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
aa0694d0-0d04-4cd4-a00d-cd18e3d5bc9b,Correlation,"A statistical measure that describes the extent to which two variables change together, indicating the strength and direction of their relationship.",Statistics,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
0595d537-062e-4eb2-9e5f-37fefc72d08b,Line of best fit,"A straight line that best represents the data on a scatter plot, used to predict values and analyze relationships.",Regression analysis,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
54dba1c2-d31b-4253-a8c0-8fe7b0b026fc,Determining fairness of games,Concept referenced in relationship: Determining fairness of games,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
a1ff586a-b04c-4125-b8c5-d39c4080f3e5,Law of large numbers,Concept referenced in relationship: Law of large numbers,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
027c4cd4-e946-4bd3-983a-93075da82eab,Showing events are independent,Concept referenced in relationship: Showing events are independent,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
83da0274-7f9f-4f29-95d6-67eb1bccf54d,Ordered pairs and relations,Concept referenced in relationship: Ordered pairs and relations,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
a1a03e32-ae22-4ca8-82c0-016729eef94e,"Types of functions (injective, surjective, bijective)","Concept referenced in relationship: Types of functions (injective, surjective, bijective)",Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
fc9b1109-3811-46b1-baf6-3daeb7f78c46,Inverse functions,Concept referenced in relationship: Inverse functions,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
b6feef7a-7ad6-4858-8e70-9a6c18cf2268,Composition of functions,Concept referenced in relationship: Composition of functions,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
1ff1af1a-573d-4a0b-a947-181ccfc8baf2,Sketching the graphs of functions,Concept referenced in relationship: Sketching the graphs of functions,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
3b244c0f-d65f-4e8b-b055-0f42227ffe24,Quadratic functions,Concept referenced in relationship: Quadratic functions,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
f7daeaa1-0a3e-4b41-bbcd-dfb2293e09be,Finding turning points by completing the square,Concept referenced in relationship: Finding turning points by completing the square,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
8e08e66f-8465-4c3e-b926-14e7a51892d0,Exponential and logarithmic functions,Concept referenced in relationship: Exponential and logarithmic functions,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
2e6a89c2-ab51-4314-a6a2-9cba267492c1,Graphing logarithmic functions,Concept referenced in relationship: Graphing logarithmic functions,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
c92af875-f571-4aaf-85d4-7a99d1c46125,"Related graphs (translations, reflections, stretches)","Concept referenced in relationship: Related graphs (translations, reflections, stretches)",Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
6adc5966-c647-4cb7-a30f-bfc921ee887e,Reflections in Graphs,Graphs are reflections of each other across a line.,Graph Transformations,Geometry,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
4d42e3c3-9729-49b2-b001-e87b6a02848d,Asymptotes,Lines that a graph approaches but never touches.,Graph Behavior,Geometry,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
e15de696-bbf6-473c-8762-3e2b333b0c3f,Domain and Range,"Domain is the set of all possible input values, and range is the set of all possible output values of a function.",Functions,Algebra,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
f7878d70-9268-4351-8a5a-9f72c007293c,Logarithmic Functions,"Functions involving logarithms, which are the inverses of exponential functions.",Functions,Algebra,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
25b3a36f-b11f-487b-bb49-66de2f437533,Central Limit Theorem,States that the sampling distribution of the sample mean approximates a normal distribution as sample size increases.,Sampling Distributions,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
06d146ff-00e8-46d1-aebd-58e9db16c1e0,Hypothesis Testing,Statistical method to determine if there is enough evidence to reject a null hypothesis.,Statistical Inference,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
4126c68f-1b34-490a-8036-bfd4b2c0d893,Causal relationships,Concept referenced in relationship: Causal relationships,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
f849a8b2-05a4-41ec-b925-a80237f32d47,Normal distribution,Concept referenced in relationship: Normal distribution,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
71a442b6-288a-440a-9c19-630099d27b64,Empirical Rule,Concept referenced in relationship: Empirical Rule,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
419a4587-f921-4082-ae29-4c6de5386dda,Standard scores (z-scores),Concept referenced in relationship: Standard scores (z-scores),Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
b2b1ad84-47f4-4b46-b27d-f3bc5a797d79,Confidence interval for population proportion,Concept referenced in relationship: Confidence interval for population proportion,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
fbc039dc-0f1b-4aee-ba94-e5b6091a7eb8,Confidence interval for a population mean,Concept referenced in relationship: Confidence interval for a population mean,Unknown,Unknown,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
40943b56-7d9c-4a09-ab9b-d786c34a0c37,null hypothesis formulation,"The process of stating the null hypothesis (H0), which is a default assumption that there is no effect or difference in a statistical test.",hypothesis testing,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
51c9d004-4258-4d70-a097-9d21f53a8bd4,alternative hypothesis formulation,"The process of stating the alternative hypothesis (H1), which represents the claim or effect that is tested against the null hypothesis.",hypothesis testing,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
9ebb8c5d-f0de-4efa-a436-027dc7d73502,significance level specification,"Choosing the significance level (alpha), typically 0.05, which is the threshold probability for rejecting the null hypothesis in a statistical test.",hypothesis testing,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
b3c4902b-d690-4c46-9dd4-23676d8ebdc8,test statistic calculation,"Computing the test statistic, a numerical value derived from sample data used to determine whether to reject the null hypothesis.",hypothesis testing,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
5000e7bb-00ba-4e15-b053-6a7234c154dd,p-value determination,"Finding the p-value, which is the probability of obtaining a test statistic at least as extreme as the one observed, assuming the null hypothesis is true.",hypothesis testing,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
161bde9f-ffa3-4227-96e5-6641e18dc1e1,hypothesis test decision rule based on p-value,"The rule that if the p-value is less than or equal to the significance level, reject the null hypothesis; otherwise, do not reject it.",hypothesis testing,Statistics,92_Texts and tests 5 Content Manual Redact_Exercises_Examples copy_extracted.txt
57f55782-8f0d-488a-b5cc-481b3f65e344,Polynomial expression,"An expression formed from the addition of algebraic terms with positive integer powers, such as 5x^3 - 3x^2 + 4x - 6.",Algebraic expressions,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
9d4f5069-6b90-4faf-a38b-f178b6055dad,Degree of a polynomial,The degree of a polynomial is the highest power of the variable in the expression.,Polynomial properties,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
b2eb1294-5b9f-42eb-87a0-6611b532dd0c,Linear polynomial,"A polynomial of degree 1, such as 4x - 6.",Polynomial types,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
be4f8dae-cd52-4d8c-827e-ad14b8703253,Quadratic polynomial,"A polynomial of degree 2, such as -3x^2 + 4x - 6.",Polynomial types,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
b482ae51-de56-45bf-a37a-4e4ff5e588b3,Cubic polynomial,"A polynomial of degree 3, such as 5x^3 - 3x^2 + 4x - 6.",Polynomial types,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
6987477e-532c-42b4-974d-5705d6cfeb86,Combining like terms,The process of simplifying a polynomial by adding or subtracting coefficients of terms with the same variable and power.,Polynomial operations,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
a20592ea-3287-4230-9520-8077974efa8c,Binomial expression,"An expression that contains exactly two terms, such as x + y.",Polynomial types,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
5658bbcc-8149-49e0-b707-1884dc70d7da,Trinomial expression,"An expression that contains exactly three terms, such as x^2 + 5x + 6.",Polynomial types,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
765e00b5-763d-4aab-a6fd-2c716a2a9496,Distributive law,"A property that states a(b + c) = ab + ac, used for multiplying expressions.",Algebraic properties,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
bbf36c31-4c2d-4ab7-80a3-0f5ba16652fa,Multiplying polynomial expressions,"The process of using the distributive law to multiply polynomials, often referred to as expanding.",Polynomial operations,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
37649fd9-82fa-4232-b357-6f64bcb4336c,Perfect square polynomial,"A polynomial that can be expressed in the form (x - a)^2, resulting in x^2 - 2ax + a^2.",Polynomial types,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
d0eebdf3-b8de-4bf0-8314-20cd34b39da8,Difference of two squares,"An expression of the form a^2 - b^2, which can be factored into (a - b)(a + b).",Factoring techniques,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
417129f9-ba11-4b97-b337-4cc2b2b5a9ef,Dividing algebraic expressions,The process of simplifying a fraction where the numerator and denominator are polynomials.,Polynomial operations,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
f617b0fe-e0ba-4721-a02e-e4a39a8e7c3e,Finding the highest common factor,The process of identifying the largest polynomial that divides two or more polynomials without leaving a remainder.,Factoring techniques,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
99fce1fb-830d-409d-8cbc-fc2ae2bfb5ab,Factoring quadratic expressions,"The process of expressing a quadratic polynomial in the form (x - p)(x - q), where p and q are the roots.",Factoring techniques,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
de886e14-0df7-43ba-81d9-bafb384a55b0,Quadratic formula,"A formula used to find the roots of a quadratic equation, given by x = (-b ± √(b² - 4ac)) / (2a).",Quadratic equations,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
6b328733-36fe-4fa7-b983-15441cc33f8e,Evaluating polynomial functions,The process of substituting a specific value for the variable in a polynomial function to find the corresponding output.,Polynomial functions,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
b240fb32-da28-42cc-83ec-efb5672956bc,Roots of an equation,"The values of the variable that satisfy the equation, making it equal to zero.",Equation solutions,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
6fbe079f-bd18-4a47-831d-e8a1d56f561a,Simultaneous linear equations,A set of equations with multiple variables that are solved together to find a common solution.,Systems of equations,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
2cf5c2b3-3539-4b34-a867-a5162fe4c4ca,Graphing quadratic functions,"The process of plotting the graph of a quadratic function, which typically produces a parabolic shape.",Graphing functions,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
a7c9486c-afe9-44d0-8b62-13e918d8ee6d,Completing the square,"A method used to convert a quadratic expression into a perfect square trinomial, facilitating the solving of quadratic equations.",Quadratic equations,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
e1c8f172-1ba3-4e77-8234-153664c1dafd,Discriminant of a quadratic equation,"The expression b² - 4ac in the quadratic formula, which determines the nature of the roots (real and distinct, real and equal, or complex).",Quadratic equations,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
b085a46e-2b56-4072-b681-b062b16641da,Rational roots,"Roots of a polynomial equation that can be expressed as a fraction, occurring when the discriminant is a perfect square.",Roots of equations,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
4f4f38dc-afe6-4ce6-910d-3e5d32b065f8,Factor theorem,"A theorem stating that if f(k) = 0 for a polynomial f(x), then (x - k) is a factor of f(x).",Factoring techniques,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
3900cef0-6661-424c-bad7-e3986d3edcc8,Graphing cubic functions,"The process of plotting the graph of a cubic function, which can have various shapes depending on the coefficients.",Graphing functions,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
bd8d10fa-6cef-4938-8b15-39914df12712,Rationalising the denominator,The process of eliminating a surd from the denominator of a fraction by multiplying by a suitable form of 1.,Surds,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
34ab3cbd-8d97-436e-97a3-b564be8e913b,Quadratic equations,Concept referenced in relationship: Quadratic equations,Unknown,Unknown,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
5c19b592-e8d5-4db1-97ac-101f9481e8ad,Factorising algebraic expressions,Concept referenced in relationship: Factorising algebraic expressions,Unknown,Unknown,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
0297505f-cb94-4561-8125-a36cfeba2fb6,Nature of quadratic roots,Concept referenced in relationship: Nature of quadratic roots,Unknown,Unknown,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
fbbf3be1-5900-4050-9c9c-68ba9bf90b63,Graph of a quadratic function,"A visual representation of a quadratic function, typically showing a parabolic shape.",Quadratic functions,Algebra,9_Texts and Tests 4 Content Manual Redact_Examples_Exercises copy_extracted.txt
